他说他会来的，果然来了。	tā shuō tā huì lái de guǒrán lái le	He said he would come, and sure enough he did.	2
你喜欢我的家常菜吗？	nǐ xǐhuan wǒ de jiāchángcài ma	Did you enjoy my home cooking?	2
在来点马铃薯泥好吗？	zài lái diǎn mǎlíngshǔní hǎo ma	Would you like more mashed potato?	2
我无论如何是会去的。	wǒ wúlùnrúhé shì huì qù de	I will go whether or no.	2
他是个自私自利的人。	tā shì gè zìsīzìlì de rén	He is a lump of selfishness.	2
我没心情和你聊天。	wǒ méi xīnqíng hé nǐ liáotiān	I am in no mood for chatting with you.	2
我喜欢她眼睛的光彩。	wǒ xǐhuan tā yǎnjing de guāngcǎi	I like the sparkles in her eyes.	2
他要我问候你。	tā yào wǒ wènhòu nǐ	He asked me to inquire after you.	2
我乐意和你去。	wǒ lèyì hé nǐ qù	I am willing to go with you.	2
我确实得走了。	wǒ quèshí dé zǒu le	I really have to be going.	2
今天有多少学生缺席？	jīntiān yǒu duōshao xuésheng quēxí	How many students are absent today?	2
想吃梨吗？	xiǎng chī lí ma	Would you like a pear?	2
好像要下雨了。	hǎoxiàng yào xiàyǔ le	It looks as if it is going to rain.	2
我相信你是有见识的人。	wǒ xiāngxìn nǐ shì yǒu jiànshi de rén	I give you credit for more sense.	2
她坚决不来。	tā jiānjué bù lái	She was quite adamant that she would not come.	2
他昨天到达的。	tā zuótiān dàodá de	He arrived yesterday.	2
你只要一看见她的脸就会明白，她是无辜的。	nǐ zhǐyào yī kànjiàn tā de liǎn jiù huì míngbai tā shì wúgū de	A glimpse of her face will tell you that she is innocent.	2
谁都不喜欢被人怠慢。	shéi dōu bù xǐhuan bèi rén dàimàn	No one like to be treated with neglect.	2
我钱很宽裕，能帮助她。	wǒ qián hěn kuānyù néng bāngzhù tā	As I had plenty of money I was able to help her.	2
她单独去是很危险的。	tā dāndú qù shì hěn wēixiǎn de	It’s unsafe for her to go alone.	2
他姐姐过去一直指导他，给他出主意，是他的朋友。	tā jiějie guòqu yīzhí zhǐdǎo tā gěi tā chū zhǔyi shì tā de péngyou	His elder sister had been his guide, counsellor and friend.	2
他没注意到她的赞美。	tā méi zhùyì dào tā de zànměi	He does not pay attention her praising.	2
我可以证明她是诚实的。	wǒ kěyǐ zhèngmíng tā shì chéngshí de	I can certify to her honesty.	2
老师对他的学生非常严格。	lǎoshī duì tā de xuésheng fēicháng yángé	The teacher is very strict with his students.	2
你一定是在开玩笑吧。	nǐ yīdìng shì zài kāiwánxiào ba	You must be joking.	2
我不太明白，你能再解释一下吗？	wǒ bù tài míngbai nǐ néng zài jiěshì yīxià ma	I didn’t quite follow; could you explain it again?	2
这对我太合适了。	zhè duì wǒ tài héshì le	Suits me fine.	2
再见了，很高兴见到你。	zàijiàn le hěn gāoxìng jiàndào nǐ	Good-bye. Nice seeing you.	2
他哄她同意带她去看电影。	tā hǒng tā tóngyì dài tā qù kàn diànyǐng	He coaxed her into letting him take her to the cinema.	2
她和他的感受相同。	tā hé tā de gǎnshòu xiāngtóng	She felt just the same as he did.	2
你愿意当你弟弟的保证人吗？	nǐ yuànyì dāng nǐ dìdi de bǎozhèngrén ma	Are you willing to stand surety for your brother?	2
那可简化了我的工作。	nà kě jiǎnhuà le wǒ de gōngzuò	That will simplify my task.	2
他告诉我的消息是真实的。	tā gàosu wǒ de xiāoxi shì zhēnshí de	The news he told me is truthful.	2
请把菜单给我。	qǐng bǎ càidān gěi wǒ	Please show me the menu.	2
我们试图让她和她的家庭和好。	wǒmen shìtú ràng tā hé tā de jiātíng héhǎo	We tried to reconcile her with her family.	2
你周末计划做什么？	nǐ zhōumò jìhuà zuò shénme	What are your plans for the weekend?	2
